#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
27870,2008-01-05 19:22:23.95,,,,,,,flegrei,earthquake,Bollettino
27869,2008-01-05 19:23:27.42,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27868,2008-01-05 19:24:12.87,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27867,2008-01-05 19:25:31.26,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27860,2008-01-20 00:54:58.95,,,,,,,flegrei,earthquake,Bollettino
27859,2008-01-20 00:55:01.24,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
27858,2008-01-20 00:55:17.64,40.831501,14.14267,1.88,D,0.4,0.3,flegrei,earthquake,Bollettino
27857,2008-01-20 00:55:29.5,40.835331,14.14017,2.0,D,0.1,0.3,flegrei,earthquake,Bollettino
27856,2008-01-20 00:57:13.12,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27855,2008-01-20 01:00:32,40.835831,14.1385,1.63,D,0.1,0.3,flegrei,earthquake,Bollettino
27851,2008-02-04 20:44:33.68,40.84317,14.12083,1.61,D,-0.1,0.3,flegrei,earthquake,Bollettino
27850,2008-02-04 20:46:29.36,,,,,,,flegrei,earthquake,Bollettino
27849,2008-02-04 20:46:34.57,40.840172,14.1205,2.0,D,1.2,0.3,flegrei,earthquake,Bollettino
27848,2008-02-13 11:50:30,40.821171,14.15167,1.21,D,-0.3,0.3,flegrei,earthquake,Bollettino
27847,2008-02-19 08:40:48.91,40.839161,14.18133,4.17,D,0.4,0.3,flegrei,earthquake,Bollettino
27846,2008-02-19 12:48:41.28,40.848,14.191,3.7,D,1.6,0.3,flegrei,earthquake,Bollettino
27798,2008-10-10 11:56:03.73,,,,,,,flegrei,earthquake,Bollettino
27797,2008-10-10 11:56:59.38,40.840832,14.14167,1.06,D,0.5,0.3,flegrei,earthquake,Bollettino
27796,2008-10-10 11:57:43.27,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
27791,2008-11-10 03:01:17.25,40.831329,14.15167,1.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
