#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
27229,2010-03-30 16:23:12.1,,,,,,,flegrei,earthquake,Bollettino
27228,2010-03-30 16:23:26.72,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27227,2010-03-30 16:23:36.86,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27226,2010-03-30 16:23:51.05,,,,,,,flegrei,earthquake,Bollettino
27225,2010-03-30 16:23:55.22,,,,,,,flegrei,earthquake,Bollettino
27224,2010-03-30 16:24:03.1,40.825668,14.16467,0.72,D,0.6,0.3,flegrei,earthquake,Bollettino
27223,2010-03-30 16:24:17.95,,,,,,,flegrei,earthquake,Bollettino
27222,2010-03-30 16:24:22.14,,,,,,,flegrei,earthquake,Bollettino
27221,2010-03-30 16:24:27.01,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27220,2010-03-30 16:24:36.77,40.82933,14.14917,2.29,D,0.9,0.3,flegrei,earthquake,Bollettino
27219,2010-03-30 16:24:56.93,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27218,2010-03-30 16:25:08.85,,,,,,,flegrei,earthquake,Bollettino
27217,2010-03-30 16:25:10.77,,,,,,,flegrei,earthquake,Bollettino
27216,2010-03-30 16:25:13.21,,,,,,,flegrei,earthquake,Bollettino
27215,2010-03-30 16:25:19.35,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27214,2010-03-30 16:25:24.01,,,,,,,flegrei,earthquake,Bollettino
27213,2010-03-30 16:25:46.34,40.831329,14.15167,1.84,D,1.0,0.3,flegrei,earthquake,Bollettino
27212,2010-03-30 16:26:10.54,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27211,2010-03-30 16:26:28.28,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27210,2010-03-30 16:26:43.42,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27209,2010-03-30 16:26:52.83,,,,,,,flegrei,earthquake,Bollettino
27208,2010-03-30 16:27:08.04,40.831329,14.15167,2.23,D,-0.1,0.3,flegrei,earthquake,Bollettino
27207,2010-03-30 16:27:42.4,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27206,2010-03-30 16:27:46.95,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27205,2010-03-30 16:28:24.07,40.831329,14.1535,2.3,D,0.8,0.3,flegrei,earthquake,Bollettino
27204,2010-03-30 16:28:48.18,,,,,,,flegrei,earthquake,Bollettino
27203,2010-03-30 16:28:59.63,,,,,,,flegrei,earthquake,Bollettino
27202,2010-03-30 16:29:05.94,40.82917,14.15167,2.32,D,1.1,0.3,flegrei,earthquake,Bollettino
27201,2010-03-30 16:29:35.03,,,,,,,flegrei,earthquake,Bollettino
27200,2010-03-30 16:29:59.38,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27199,2010-03-30 16:30:17.76,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27198,2010-03-30 16:30:34.9,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
27197,2010-03-30 16:30:43.67,,,,,,,flegrei,earthquake,Bollettino
27196,2010-03-30 16:30:53.8,40.82917,14.15167,1.82,D,1.0,0.3,flegrei,earthquake,Bollettino
27195,2010-03-30 16:31:19.97,,,,,,,flegrei,earthquake,Bollettino
27194,2010-03-30 16:31:31.79,40.827999,14.14817,2.53,D,0.6,0.3,flegrei,earthquake,Bollettino
27193,2010-03-30 16:31:59.99,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
27192,2010-03-30 16:32:17.5,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27191,2010-03-30 16:32:43.62,,,,,,,flegrei,earthquake,Bollettino
27190,2010-03-30 16:32:45.45,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27189,2010-03-30 16:32:51.01,,,,D,0.6,0.3,flegrei,earthquake,Bollettino
27188,2010-03-30 16:33:19.89,,,,,,,flegrei,earthquake,Bollettino
27187,2010-03-30 16:33:30.24,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27186,2010-03-30 16:33:42.86,40.831329,14.15167,2.0,D,-0.3,0.3,flegrei,earthquake,Bollettino
27185,2010-03-30 16:33:54.25,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27184,2010-03-30 16:34:27.53,40.831329,14.15167,1.83,D,1.2,0.3,flegrei,earthquake,Bollettino
27183,2010-03-30 16:35:01.47,,,,,,,flegrei,earthquake,Bollettino
27182,2010-03-30 16:35:06.11,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27181,2010-03-30 16:35:16.12,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27180,2010-03-30 16:35:29,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
27179,2010-03-30 16:35:42.71,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27178,2010-03-30 16:35:55.83,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27177,2010-03-30 16:36:19.52,,,,,,,flegrei,earthquake,Bollettino
27176,2010-03-30 16:36:23.26,40.831329,14.14983,2.42,D,-0.1,0.3,flegrei,earthquake,Bollettino
27175,2010-03-30 16:36:45.86,40.831329,14.15167,1.75,D,0.1,0.3,flegrei,earthquake,Bollettino
27174,2010-03-30 16:37:08.14,,,,,,,flegrei,earthquake,Bollettino
27173,2010-03-30 16:37:40.83,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27172,2010-03-30 16:37:52.62,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27171,2010-03-30 16:38:21.16,,,,,,,flegrei,earthquake,Bollettino
27170,2010-03-30 16:38:23.2,40.830002,14.15017,2.25,D,0.2,0.3,flegrei,earthquake,Bollettino
27169,2010-03-30 16:38:49.51,40.839329,14.14033,0.11,D,0.2,0.3,flegrei,earthquake,Bollettino
27168,2010-03-30 16:39:16.55,,,,,,,flegrei,earthquake,Bollettino
27167,2010-03-30 16:39:31.34,,,,,,,flegrei,earthquake,Bollettino
27166,2010-03-30 16:39:52.92,,,,,,,flegrei,earthquake,Bollettino
27165,2010-03-30 16:40:23.63,40.831329,14.15167,1.86,D,1.2,0.3,flegrei,earthquake,Bollettino
27164,2010-03-30 16:43:17.39,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27163,2010-03-30 16:43:55.24,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27162,2010-03-30 16:44:15.64,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27161,2010-03-30 16:44:56.58,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27160,2010-03-30 16:45:28.75,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27159,2010-03-30 16:46:47.18,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27158,2010-03-30 16:48:39.66,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27157,2010-03-30 16:49:08.01,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27156,2010-03-30 16:51:15.26,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27155,2010-03-30 17:16:08.8,40.834839,14.14583,1.89,D,0.5,0.3,flegrei,earthquake,Bollettino
27134,2010-07-07 13:11:10.73,,,,,,,flegrei,earthquake,Bollettino
27133,2010-07-07 13:12:00.28,40.82383,14.14017,2.48,D,-0.3,0.3,flegrei,earthquake,Bollettino
27132,2010-07-07 13:16:31.63,,,,,,,flegrei,earthquake,Bollettino
27131,2010-07-07 13:16:35.8,40.821999,14.14067,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
27130,2010-07-07 13:16:45.55,,,,,,,flegrei,earthquake,Bollettino
27129,2010-07-07 13:16:54.38,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27128,2010-07-07 13:31:22.86,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27127,2010-07-07 13:31:29.95,,,,,,,flegrei,earthquake,Bollettino
27126,2010-07-07 13:32:20.81,,,,,,,flegrei,earthquake,Bollettino
27125,2010-07-07 16:36:55.94,40.831501,14.13183,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
27124,2010-07-07 23:43:33.33,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27120,2010-07-20 10:12:00.66,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27119,2010-07-25 13:36:26.66,,,,,,,flegrei,earthquake,Bollettino
27118,2010-07-25 13:36:34.6,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27117,2010-07-25 13:36:43.65,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27116,2010-07-25 13:37:46.17,,,,,,,flegrei,earthquake,Bollettino
27115,2010-07-25 13:37:54.31,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
27114,2010-07-25 13:38:08.86,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27113,2010-07-26 19:38:15.54,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27112,2010-07-26 19:38:28.51,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27111,2010-07-26 19:40:03.4,40.82283,14.13367,1.5,D,-0.5,0.3,flegrei,earthquake,Bollettino
27110,2010-07-26 19:40:55.76,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27109,2010-07-26 19:41:01.69,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27108,2010-07-26 19:41:57.31,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27107,2010-07-26 19:52:02.84,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27106,2010-07-26 19:53:40,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27105,2010-08-27 22:37:25.76,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
27103,2010-10-01 07:37:46.9,40.84267,14.14217,0.46,D,-0.5,0.3,flegrei,earthquake,Bollettino
27098,2010-11-06 16:22:00.96,40.9025,14.10283,3.54,D,0.8,0.3,flegrei,earthquake,Bollettino
27090,2010-12-29 20:49:36.32,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
