#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
28167,2006-10-23 08:09:45.19,40.831501,14.147,2.0,D,0.7,0.3,flegrei,earthquake,Bollettino
28166,2006-10-23 08:10:36.32,40.831329,14.15167,1.09,D,0.6,0.3,flegrei,earthquake,Bollettino
28165,2006-10-23 08:11:50.43,40.831329,14.145,1.49,D,0.7,0.3,flegrei,earthquake,Bollettino
28164,2006-10-23 08:13:35.61,40.831329,14.15633,1.3,D,0.4,0.3,flegrei,earthquake,Bollettino
28163,2006-10-23 08:18:16.25,40.824829,14.15167,1.72,D,0.6,0.3,flegrei,earthquake,Bollettino
28160,2006-10-23 17:40:47.85,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
28159,2006-10-23 17:46:35.72,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
28158,2006-10-23 17:54:09.36,,,,D,0.4,0.3,flegrei,earthquake,Bollettino
28157,2006-10-25 15:08:27.79,,,,,,,flegrei,earthquake,Bollettino
28156,2006-10-25 15:08:30.03,,,,,,,flegrei,earthquake,Bollettino
28155,2006-10-25 15:16:34.16,,,,,,,flegrei,earthquake,Bollettino
28154,2006-10-25 15:16:36.66,,,,,,,flegrei,earthquake,Bollettino
28153,2006-10-25 15:16:41.72,,,,,,,flegrei,earthquake,Bollettino
28152,2006-10-25 15:24:26.73,,,,,,,flegrei,earthquake,Bollettino
28151,2006-10-25 15:37:13.29,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28150,2006-10-25 16:00:30.12,,,,,,,flegrei,earthquake,Bollettino
28149,2006-10-25 16:00:32.3,,,,,,,flegrei,earthquake,Bollettino
28148,2006-10-25 16:00:57.31,,,,,,,flegrei,earthquake,Bollettino
28147,2006-10-25 16:00:59.4,,,,,,,flegrei,earthquake,Bollettino
28146,2006-10-25 16:01:13.88,,,,,,,flegrei,earthquake,Bollettino
28145,2006-10-25 16:01:14.91,,,,,,,flegrei,earthquake,Bollettino
28144,2006-10-25 16:01:17.66,,,,,,,flegrei,earthquake,Bollettino
28143,2006-10-25 16:01:48.13,,,,,,,flegrei,earthquake,Bollettino
28142,2006-10-25 17:57:52.26,,,,,,,flegrei,earthquake,Bollettino
28141,2006-10-25 17:57:54.82,,,,,,,flegrei,earthquake,Bollettino
28140,2006-10-25 19:30:49.02,,,,,,,flegrei,earthquake,Bollettino
28139,2006-10-25 20:41:22.91,,,,,,,flegrei,earthquake,Bollettino
28138,2006-10-25 21:19:18.97,,,,,,,flegrei,earthquake,Bollettino
28137,2006-10-25 21:20:19.09,,,,,,,flegrei,earthquake,Bollettino
28136,2006-10-25 21:22:58.79,,,,,,,flegrei,earthquake,Bollettino
28135,2006-10-25 21:23:10.28,,,,,,,flegrei,earthquake,Bollettino
28134,2006-10-25 22:18:40.93,40.831501,14.14017,1.11,D,0.2,0.3,flegrei,earthquake,Bollettino
28132,2006-10-26 01:25:20.16,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
28131,2006-10-26 01:38:55.13,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
28130,2006-10-26 03:19:38.66,40.82333,14.16033,1.13,D,-0.3,0.3,flegrei,earthquake,Bollettino
28129,2006-10-26 03:42:56.47,40.82267,14.1475,1.34,,,,flegrei,earthquake,Bollettino
28128,2006-10-26 03:53:46.89,,,,,,,flegrei,earthquake,Bollettino
28127,2006-10-26 03:53:49.17,,,,,,,flegrei,earthquake,Bollettino
28126,2006-10-26 03:56:26.66,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28125,2006-10-26 03:56:36.04,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28124,2006-10-26 04:00:42.58,,,,,,,flegrei,earthquake,Bollettino
28123,2006-10-26 04:01:00.68,,,,,,,flegrei,earthquake,Bollettino
28122,2006-10-26 04:01:20.07,,,,,,,flegrei,earthquake,Bollettino
28121,2006-10-26 04:01:35.06,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28120,2006-10-26 04:01:35.22,,,,,,,flegrei,earthquake,Bollettino
28119,2006-10-26 04:02:44.24,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
28118,2006-10-26 04:03:47.24,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28117,2006-10-26 04:04:25.03,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28116,2006-10-26 04:04:41.7,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28115,2006-10-26 04:05:04.71,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28114,2006-10-26 04:05:12.24,,,,,,,flegrei,earthquake,Bollettino
28113,2006-10-26 04:05:26.92,,,,,,,flegrei,earthquake,Bollettino
28112,2006-10-26 04:05:37.04,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28111,2006-10-26 04:05:52.16,,,,,,,flegrei,earthquake,Bollettino
28110,2006-10-26 04:08:28.75,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28109,2006-10-26 04:09:09.24,,,,,,,flegrei,earthquake,Bollettino
28108,2006-10-26 04:09:46.76,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28107,2006-10-26 04:09:51.73,,,,,,,flegrei,earthquake,Bollettino
28106,2006-10-26 04:09:57.81,,,,,,,flegrei,earthquake,Bollettino
28105,2006-10-26 04:10:00.3,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28104,2006-10-26 04:10:13.82,40.82933,14.142,1.48,D,0.1,0.3,flegrei,earthquake,Bollettino
28103,2006-10-26 04:10:55.59,,,,,,,flegrei,earthquake,Bollettino
28102,2006-10-26 04:11:14.35,,,,,,,flegrei,earthquake,Bollettino
28101,2006-10-26 04:11:25.48,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28100,2006-10-26 04:11:46.28,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28099,2006-10-26 04:12:19.6,40.825001,14.15167,1.84,D,-0.5,0.3,flegrei,earthquake,Bollettino
28098,2006-10-26 04:13:36.15,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28097,2006-10-26 04:16:10.04,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28096,2006-10-26 04:16:18.36,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
28095,2006-10-26 04:16:31.4,,,,,,,flegrei,earthquake,Bollettino
28094,2006-10-26 04:17:02.03,,,,,,,flegrei,earthquake,Bollettino
28093,2006-10-26 04:18:22.04,,,,,,,flegrei,earthquake,Bollettino
28092,2006-10-26 04:20:52.13,,,,,,,flegrei,earthquake,Bollettino
28091,2006-10-26 04:20:58.59,,,,,,,flegrei,earthquake,Bollettino
28090,2006-10-26 04:21:18.91,,,,,,,flegrei,earthquake,Bollettino
28089,2006-10-26 04:21:20.21,,,,,,,flegrei,earthquake,Bollettino
28088,2006-10-26 04:21:23.3,,,,,,,flegrei,earthquake,Bollettino
28086,2006-10-26 04:42:53.46,,,,,,,flegrei,earthquake,Bollettino
28085,2006-10-26 04:42:56.68,,,,,,,flegrei,earthquake,Bollettino
28084,2006-10-26 04:43:04.89,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28083,2006-10-26 04:46:55.96,,,,,,,flegrei,earthquake,Bollettino
28082,2006-10-26 04:47:08.01,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
28081,2006-10-26 04:49:41.37,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28080,2006-10-26 04:53:10.31,40.831329,14.14583,1.64,D,0.5,0.3,flegrei,earthquake,Bollettino
28078,2006-10-26 21:30:47.25,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28077,2006-10-26 22:48:44.62,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28076,2006-10-26 22:49:38.83,40.825329,14.15167,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
28075,2006-10-27 02:09:55.06,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28074,2006-10-27 05:53:20.72,,,,,,,flegrei,earthquake,Bollettino
28073,2006-10-27 07:46:15.32,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
28072,2006-10-27 08:15:06.5,,,,,,,flegrei,earthquake,Bollettino
28071,2006-10-27 08:15:11.46,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28070,2006-10-27 08:25:11.89,,,,,,,flegrei,earthquake,Bollettino
28069,2006-10-27 09:04:31.61,,,,,,,flegrei,earthquake,Bollettino
28068,2006-10-27 09:04:34.15,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28067,2006-10-27 09:07:45.3,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28066,2006-10-27 09:09:09.14,,,,,,,flegrei,earthquake,Bollettino
28065,2006-10-27 09:10:32.33,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28064,2006-10-27 09:59:19.89,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28063,2006-10-27 09:59:23.26,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28062,2006-10-27 10:00:00.26,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28061,2006-10-27 10:51:20.9,,,,,,,flegrei,earthquake,Bollettino
28060,2006-10-27 10:51:22.63,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
28059,2006-10-27 11:48:33.77,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28058,2006-10-27 12:33:32.62,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
28057,2006-10-27 12:53:12.13,,,,,,,flegrei,earthquake,Bollettino
28056,2006-10-27 14:08:52.99,,,,,,,flegrei,earthquake,Bollettino
28055,2006-10-27 16:16:47.55,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
28054,2006-10-28 17:58:03.92,40.819672,14.15633,1.61,D,0.2,0.3,flegrei,earthquake,Bollettino
28047,2006-11-09 00:33:42.11,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
28026,2006-12-20 23:53:05.67,40.826328,14.14883,1.83,D,1.1,0.3,flegrei,earthquake,Bollettino
28024,2006-12-21 22:19:31.64,,,,,,,flegrei,earthquake,Bollettino
28023,2006-12-21 22:24:33.69,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
28022,2006-12-21 22:25:16.87,40.838669,14.14567,1.22,,,,flegrei,earthquake,Bollettino
28021,2006-12-21 22:25:31.84,40.83783,14.1435,1.16,D,1.4,0.3,flegrei,earthquake,Bollettino
28020,2006-12-21 22:26:46.37,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
28019,2006-12-21 22:42:16.04,40.838501,14.14583,0.94,D,1.1,0.3,flegrei,earthquake,Bollettino
28015,2006-12-24 03:19:02.77,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
