Tempo origine (UTC),Magnitudo,Latitudine N,Longitudine E,Profondità (km)
2020/11/08 03:35:55.76,0.6,40.8247,14.1433,1.16,Revisionato
2020/11/08 04:48:0.15,1.0,40.8228,14.1300,2.32,Revisionato
2020/11/08 08:56:15.51,0.1,40.8238,14.1372,0.49,Revisionato
2020/11/08 09:03:16.69,-0.3,40.8225,14.1390,0.37,Revisionato
2020/11/08 09:03:53.41,0.4,40.8235,14.1372,0.46,Revisionato
2020/11/08 09:16:24.29,0.5,40.8250,14.1392,0.68,Revisionato
2020/11/08 12:02:44.22,0.7,40.8252,14.1363,2.40,Revisionato
2020/11/08 19:53:3.11,0.2,40.8250,14.1335,1.79,Revisionato
2020/11/08 20:46:52.11,0.5,40.8315,14.1322,2.28,Revisionato
2020/11/08 21:06:40.42,-0.1,40.8350,14.1297,1.67,Revisionato
2020/11/08 21:42:44.54,0.8,40.8377,14.1287,1.37,Revisionato
2020/11/08 21:47:38.88,-0.1,40.8245,14.1477,0.84,Revisionato
2020/11/08 21:48:32.20,0.6,40.8315,14.1310,0.91,Revisionato
2020/11/09 00:51:37.76,0.1,40.8292,14.1288,1.55,Revisionato
2020/11/09 01:44:48.58,-0.5,40.8203,14.1390,1.42,Revisionato
2020/11/09 01:55:54.02,0.2,40.8203,14.1382,1.64,Revisionato
2020/11/09 16:36:35.38,-0.3,40.8215,14.1372,1.28,Revisionato
2020/11/09 22:43:26.94,-0.1,40.8203,14.1380,1.45,Revisionato
2020/11/09 22:52:36.47,0.1,40.8203,14.1373,1.44,Revisionato
2020/11/10 00:21:11.71,0.4,40.8203,14.1377,1.63,Revisionato
2020/11/10 21:34:13.41,0.1,40.8213,14.1363,0.62,Revisionato
2020/11/11 21:26:9.61,0.2,40.8220,14.1400,1.40,Revisionato
2020/11/11 21:26:19.72,0.1,40.8277,14.1430,1.65,Revisionato
2020/11/12 05:24:33.59,0.1,40.8277,14.1460,1.15,Revisionato
2020/11/12 06:13:37.80,-0.3,40.8290,14.1430,1.11,Revisionato
2020/11/12 18:27:15.71,-0.1,40.8250,14.1487,0.81,Revisionato
2020/11/12 23:45:14.15,-0.1,40.8272,14.1345,1.56,Revisionato
2020/11/13 13:32:46.69,-0.3,40.8273,14.1407,0.67,Revisionato
2020/11/13 13:39:54.41,0.2,40.8292,14.1413,0.85,Revisionato
2020/11/13 13:40:8.10,0.1,40.8283,14.1417,0.85,Revisionato
2020/11/14 01:53:36.01,-0.3,40.8257,14.1438,0.68,Revisionato
2020/11/14 13:37:22.47,-0.1,40.8272,14.1430,0.96,Revisionato
2020/11/14 21:50:48.38,-0.1,40.8298,14.1412,1.02,Revisionato
2020/11/14 21:50:54.73,-0.3,40.8263,14.1422,0.96,Revisionato
2020/11/14 21:51:1.25,-0.5,40.8273,14.1422,0.94,Revisionato
2020/11/14 21:53:51.08,0.8,40.8335,14.1415,1.07,Revisionato
2020/11/14 21:54:31.22,0.2,40.8315,14.1413,0.82,Revisionato
2020/11/14 22:40:4.43,0.4,40.8273,14.1427,1.11,Revisionato
2020/11/14 22:40:30.09,-0.3,40.8260,14.1425,0.91,Revisionato
2020/11/14 22:40:37.48,-0.5,40.8260,14.1423,0.80,Revisionato
2020/11/15 03:14:10.47,1.0,40.8270,14.1375,1.29,Revisionato
2020/11/16 11:39:11.92,-0.8,40.8223,14.1435,0.80,Revisionato
2020/11/16 11:45:15.46,-0.8,40.8225,14.1438,0.84,Revisionato
2020/11/16 11:45:55.24,-0.8,40.8222,14.1438,0.89,Revisionato
2020/11/16 11:46:6.70,-0.8,40.8227,14.1403,0.90,Revisionato
2020/11/16 12:00:21.71,-0.8,40.8223,14.1453,0.84,Revisionato
2020/11/16 23:28:14.99,0.4,40.8277,14.1375,1.23,Revisionato
2020/11/16 23:28:32.66,-0.1,40.8255,14.1398,1.02,Revisionato
2020/11/17 04:17:57.65,0.8,40.8277,14.1347,2.16,Revisionato
2020/11/19 03:05:50.40,-0.8,40.8295,14.1413,0.76,Revisionato
2020/11/19 03:11:56.35,-0.5,40.8275,14.1417,1.02,Revisionato
2020/11/19 03:39:33.84,-1.0,40.8278,14.1413,1.18,Revisionato
2020/11/19 06:02:51.85,-0.8,40.8315,14.1415,1.02,Revisionato
2020/11/19 06:15:47.97,-0.5,40.8293,14.1375,1.56,Revisionato
2020/11/19 06:18:26.22,0.4,40.8397,14.1328,0.97,Revisionato
2020/11/19 06:19:38.79,0.2,40.8410,14.1305,0.95,Revisionato
2020/11/19 08:37:23.05,-0.5,40.8285,14.1402,1.16,Revisionato
2020/11/19 10:29:42.41,0.9,40.8343,14.1343,2.36,Revisionato
2020/11/19 10:30:9.76,0.2,40.8380,14.1292,0.98,Revisionato
2020/11/19 10:32:43.95,-0.1,40.8337,14.1343,1.15,Revisionato
2020/11/19 10:43:37.80,0.2,40.8405,14.1322,1.19,Revisionato
2020/11/19 22:46:44.62,0.2,40.8302,14.1455,1.92,Revisionato
2020/11/19 23:05:17.28,-0.5,40.8255,14.1408,0.97,Revisionato
2020/11/20 00:35:40.78,-0.1,40.8315,14.1390,1.69,Revisionato
2020/11/20 01:02:20.99,0.6,40.8275,14.1488,1.85,Revisionato
2020/11/21 22:29:51.37,0.9,40.8313,14.1490,1.48,Revisionato
2020/11/21 22:51:16.36,-0.1,40.8332,14.1477,1.37,Revisionato
2020/11/21 22:51:27.73,1.0,40.8328,14.1493,1.43,Revisionato
2020/11/23 10:05:53.19,-0.8,40.8315,14.1422,0.67,Revisionato
2020/11/24 02:21:45.91,-0.1,40.8290,14.1462,0.93,Revisionato
2020/11/24 02:22:16.59,0.4,40.8277,14.1467,0.93,Revisionato
2020/11/24 16:07:40.70,-0.8,40.8283,14.1427,0.84,Revisionato
2020/11/24 22:35:2.02,0.4,40.8052,14.1218,2.09,Revisionato
2020/11/25 22:28:16.64,-0.3,40.8272,14.1377,1.24,Revisionato
2020/11/26 13:51:55.81,-0.8,40.8223,14.1393,1.45,Revisionato
2020/11/27 01:00:24.22,-0.1,40.8313,14.1430,1.30,Revisionato
2020/11/27 13:20:29.80,0.2,40.8227,14.1460,1.57,Revisionato
2020/11/30 06:37:25.87,0.1,40.8268,14.1422,0.86,Revisionato
2020/12/01 16:07:52.80,0.9,40.8267,14.1413,0.87,Revisionato
2020/12/01 16:42:50.40,-0.3,40.8242,14.1405,0.47,Revisionato
2020/12/01 18:21:49.11,0.2,40.8275,14.1252,0.99,Revisionato
2020/12/01 23:21:35.01,0.1,40.8252,14.1392,0.93,Revisionato
2020/12/02 01:43:37.97,0.2,40.8350,14.1340,2.24,Revisionato
2020/12/02 04:58:8.74,0.4,40.8228,14.1290,1.62,Revisionato
2020/12/02 19:06:42.86,0.1,40.8247,14.1367,1.00,Revisionato
2020/12/02 19:23:16.63,1.9,40.8247,14.1395,1.70,Revisionato
2020/12/03 01:17:52.51,0.4,40.8250,14.1342,1.31,Revisionato
2020/12/03 03:31:56.39,0.6,40.8275,14.1350,1.38,Revisionato
2020/12/03 22:57:44.10,1.1,40.8205,14.1195,0.87,Revisionato
2020/12/03 23:20:31.69,0.7,40.8215,14.1218,0.93,Revisionato
2020/12/03 23:22:40.96,1.0,40.8202,14.1217,1.51,Revisionato
2020/12/04 12:37:27.98,-0.5,40.8277,14.1480,1.45,Revisionato
2020/12/04 12:54:55.81,-0.8,40.8287,14.1473,1.22,Revisionato
2020/12/06 10:17:57.98,0.4,40.8335,14.1350,1.18,Revisionato
2020/12/08 21:16:26.63,-0.5,40.8307,14.1440,0.87,Revisionato
2020/12/09 04:59:15.07,0.7,40.8362,14.1203,1.91,Revisionato
2020/12/12 18:44:20.26,-0.3,40.8257,14.1517,1.25,Revisionato
2020/12/13 00:35:48.23,-0.3,40.8228,14.1477,0.37,Revisionato
2020/12/13 00:36:13.08,-1.0,40.8252,14.1463,0.65,Revisionato
2020/12/13 00:37:19.81,-0.1,40.8238,14.1468,0.82,Revisionato
2020/12/13 08:33:24.43,0.2,40.8263,14.1412,0.77,Revisionato
2020/12/13 08:33:42.77,0.2,40.8250,14.1437,0.81,Revisionato
2020/12/13 09:28:26.35,0.2,40.8257,14.1442,0.88,Revisionato
2020/12/14 02:33:41.41,0.2,40.8293,14.1388,1.14,Revisionato
2020/12/14 02:33:51.97,0.1,40.8258,14.1422,1.22,Revisionato
2020/12/14 02:34:0.39,-0.5,40.8285,14.1425,1.56,Revisionato
2020/12/14 02:34:13.35,-0.8,40.8313,14.1390,1.17,Revisionato
2020/12/14 02:35:20.55,0.1,40.8315,14.1387,0.92,Revisionato
2020/12/14 07:50:4.73,0.4,40.8242,14.1415,1.36,Revisionato
2020/12/14 21:10:17.56,0.2,40.8315,14.1402,1.15,Revisionato
2020/12/15 01:17:48.58,-0.5,40.8297,14.1408,1.16,Revisionato
2020/12/16 08:32:37.29,-0.5,40.8275,14.1418,0.94,Revisionato
2020/12/16 14:28:20.28,0.1,40.8267,14.1392,0.70,Revisionato
2020/12/17 03:00:9.26,-0.3,40.8228,14.1253,0.89,Revisionato
2020/12/17 03:11:29.99,-0.1,40.8262,14.1230,1.31,Revisionato
2020/12/17 22:18:58.08,-0.3,40.8247,14.1248,1.91,Revisionato
2020/12/19 00:43:49.82,-0.5,40.8282,14.1402,0.61,Revisionato
2020/12/19 06:29:28.84,0.2,40.8267,14.1490,0.99,Revisionato
2020/12/19 06:30:4.30,0.1,40.8245,14.1483,1.01,Revisionato
2020/12/19 14:09:57.68,-0.1,40.8215,14.1390,1.38,Revisionato
2020/12/19 14:16:24.10,0.2,40.8230,14.1393,1.67,Revisionato
2020/12/19 14:17:0.74,0.7,40.8208,14.1393,0.94,Revisionato
2020/12/19 15:11:20.82,-0.1,40.8225,14.1383,1.40,Revisionato
2020/12/19 15:12:49.62,0.1,40.8217,14.1385,1.25,Revisionato
2020/12/19 15:17:56.81,-0.3,40.8208,14.1378,0.90,Revisionato
2020/12/19 15:18:11.81,0.4,40.8237,14.1385,1.02,Revisionato
2020/12/19 15:20:25.11,0.2,40.8263,14.1355,1.76,Revisionato
2020/12/19 15:21:42.77,1.0,40.8235,14.1360,1.15,Revisionato
2020/12/19 15:22:1.31,-0.1,40.8225,14.1373,1.32,Revisionato
2020/12/19 15:32:51.82,-0.1,40.8210,14.1377,0.98,Revisionato
2020/12/19 15:45:39.95,0.2,40.8217,14.1377,1.22,Revisionato
2020/12/19 15:47:2.94,0.8,40.8248,14.1358,1.57,Revisionato
2020/12/19 16:44:27.01,0.1,40.8230,14.1367,1.62,Revisionato
2020/12/19 16:49:38.68,0.5,40.8233,14.1338,1.48,Revisionato
2020/12/19 17:08:32.07,0.7,40.8228,14.1370,1.68,Revisionato
2020/12/19 17:09:5.95,-0.1,40.8237,14.1365,1.81,Revisionato
2020/12/19 17:10:44.02,1.0,40.8247,14.1348,1.86,Revisionato
2020/12/19 17:11:21.42,-0.5,40.8217,14.1333,1.36,Revisionato
2020/12/19 17:38:18.99,0.5,40.8217,14.1375,1.33,Revisionato
2020/12/19 17:38:35.01,0.1,40.8217,14.1380,1.42,Revisionato
2020/12/19 17:56:45.00,0.8,40.8217,14.1378,1.02,Revisionato
2020/12/19 18:47:21.05,0.2,40.8228,14.1365,1.67,Revisionato
2020/12/19 20:47:54.28,-0.1,40.8217,14.1338,1.21,Revisionato
2020/12/19 20:48:59.08,0.7,40.8257,14.1358,1.83,Revisionato
2020/12/19 21:16:8.59,0.4,40.8217,14.1370,1.46,Revisionato
2020/12/19 21:54:53.20,2.7,40.8313,14.1418,2.26,Revisionato
2020/12/19 21:54:57.43,2.7,40.8313,14.1448,1.68,Revisionato
2020/12/19 23:00:18.57,-0.1,40.8308,14.1402,1.78,Revisionato
2020/12/20 00:30:26.55,-0.8,40.8262,14.1392,0.95,Revisionato
2020/12/20 02:53:48.39,0.7,40.8248,14.1370,1.80,Revisionato
2020/12/20 03:13:48.65,2.4,40.8235,14.1400,1.88,Revisionato
2020/12/20 03:15:10.78,0.1,40.8217,14.1423,1.79,Revisionato
2020/12/20 03:17:45.40,0.8,40.8255,14.1397,1.73,Revisionato
2020/12/20 03:20:26.69,1.5,40.8235,14.1370,1.53,Revisionato
2020/12/20 03:21:55.67,0.2,40.8217,14.1407,1.59,Revisionato
2020/12/20 08:58:45.34,0.1,40.8323,14.1443,1.20,Revisionato
2020/12/20 18:54:32.82,-0.3,40.8238,14.1442,1.39,Revisionato
2020/12/20 18:56:37.79,0.1,40.8275,14.1435,1.91,Revisionato
2020/12/23 01:59:42.79,1.6,40.8277,14.1402,1.01,Revisionato
2020/12/23 11:01:22.81,-0.1,40.8343,14.1323,0.95,Revisionato
2020/12/23 11:02:2.59,0.1,40.8385,14.1292,1.64,Revisionato
2020/12/24 18:25:43.64,-0.1,40.8287,14.1462,1.16,Revisionato
2020/12/25 14:51:2.31,-0.3,40.8275,14.1402,1.67,Revisionato
2020/12/26 12:31:22.65,1.4,40.8265,14.1402,1.20,Revisionato
2020/12/26 12:32:4.49,-0.5,40.8242,14.1418,1.33,Revisionato
2020/12/27 00:15:58.03,0.5,40.8248,14.1488,1.39,Revisionato
2020/12/27 06:59:6.63,1.1,40.8250,14.1405,0.98,Revisionato
2020/12/27 22:57:27.46,0.2,40.8315,14.1428,1.30,Revisionato
2020/12/27 23:15:0.51,1.3,40.8098,14.1150,2.27,Revisionato
2020/12/28 08:09:43.02,2.6,40.8313,14.1458,2.31,Revisionato
2020/12/28 08:11:21.04,-0.1,40.8278,14.1415,1.31,Revisionato
2020/12/28 08:11:43.85,0.1,40.8265,14.1402,1.33,Revisionato
2020/12/29 01:24:11.53,-0.1,40.8315,14.1452,1.31,Revisionato
2020/12/29 17:53:55.26,-0.5,40.8255,14.1408,0.52,Revisionato
2020/12/29 18:14:19.42,-0.5,40.8257,14.1430,0.53,Revisionato
2020/12/30 03:28:36.09,0.6,40.8293,14.1305,1.67,Revisionato
2020/12/30 04:01:32.35,-0.1,40.8292,14.1413,1.57,Revisionato
2020/12/31 01:03:13.15,0.1,40.8293,14.1295,1.95,Revisionato
2020/12/31 01:03:30.64,0.7,40.8273,14.1295,1.43,Revisionato
2020/12/31 01:10:34.92,0.2,40.8275,14.1290,1.06,Revisionato
2020/12/31 08:30:39.90,-0.1,40.8273,14.1447,1.88,Revisionato
2020/12/31 08:34:17.45,-0.3,40.8272,14.1455,1.83,Revisionato
2020/12/31 08:36:41.05,-0.1,40.8328,14.1432,1.53,Revisionato
2020/12/31 08:39:1.60,0.1,40.8270,14.1453,1.77,Revisionato
2020/12/31 08:53:57.36,0.4,40.8270,14.1452,2.04,Revisionato
2020/12/31 13:00:52.05,0.6,40.8253,14.1320,1.26,Revisionato
2020/12/31 18:33:5.67,0.4,40.8278,14.1350,1.77,Revisionato
2020/12/31 20:00:43.89,0.2,40.8265,14.1322,1.58,Revisionato
2021/01/01 02:13:58.52,1.0,40.8273,14.1337,1.64,Revisionato
2021/01/01 02:40:31.51,0.9,40.8277,14.1340,1.76,Revisionato
2021/01/01 23:12:58.91,0.6,40.8310,14.1255,1.73,Revisionato
2021/01/02 03:28:3.86,0.1,40.8278,14.1247,1.73,Revisionato
2021/01/02 09:00:7.92,1.1,40.8277,14.1325,1.97,Revisionato
2021/01/02 09:00:32.88,0.2,40.8253,14.1327,1.94,Revisionato
2021/01/02 09:18:10.19,1.6,40.8253,14.1307,1.58,Revisionato
2021/01/02 13:46:15.12,0.6,40.8217,14.1372,2.45,Revisionato
2021/01/02 21:09:19.53,-0.1,40.8243,14.1412,1.33,Revisionato
2021/01/02 21:49:14.76,0.5,40.8257,14.1367,1.20,Revisionato
2021/01/03 07:45:43.79,-0.1,40.8315,14.1402,1.74,Revisionato
2021/01/03 08:01:43.11,0.2,40.8280,14.1383,1.49,Revisionato
2021/01/03 08:35:36.10,-0.5,40.8283,14.1407,1.02,Revisionato
2021/01/03 18:03:37.41,0.5,40.8290,14.1367,1.25,Revisionato
2021/01/04 06:08:31.94,0.1,40.8205,14.1322,1.41,Revisionato
2021/01/04 06:59:3.73,0.1,40.8252,14.1312,1.24,Revisionato
2021/01/04 07:08:37.73,0.2,40.8260,14.1312,1.35,Revisionato
2021/01/04 23:01:21.54,-0.5,40.8247,14.1450,1.08,Revisionato
2021/01/05 00:09:24.61,-0.1,40.8052,14.1358,2.86,Revisionato
2021/01/05 02:49:21.77,0.5,40.8287,14.1240,0.99,Revisionato
2021/01/05 05:21:25.40,-0.5,40.8253,14.1435,1.44,Revisionato
2021/01/06 14:47:17.88,1.2,40.8287,14.1350,1.08,Revisionato
2021/01/07 04:03:31.67,-0.3,40.8273,14.1402,1.54,Revisionato
2021/01/07 06:20:14.57,0.1,40.8295,14.1453,1.09,Revisionato
2021/01/07 13:14:45.51,0.4,40.8315,14.1365,2.63,Revisionato
2021/01/08 10:47:44.70,-0.4,40.8278,14.1402,1.60,Revisionato
2021/01/09 01:53:37.13,-0.1,40.8253,14.1452,0.91,Revisionato
2021/01/09 01:53:56.74,-0.8,40.8250,14.1458,0.73,Revisionato
2021/01/09 01:54:36.82,0.1,40.8250,14.1413,0.70,Revisionato
2021/01/09 02:14:16.70,-0.5,40.8258,14.1458,0.70,Revisionato
2021/01/09 23:44:46.39,-0.5,40.8245,14.1343,1.22,Revisionato
2021/01/10 00:17:23.93,-0.3,40.8315,14.1435,1.29,Revisionato
2021/01/10 00:17:56.21,0.1,40.8277,14.1490,1.73,Revisionato
2021/01/10 01:27:8.93,0.1,40.8097,14.1490,2.30,Revisionato
2021/01/10 03:04:37.44,0.4,40.8098,14.1510,2.90,Revisionato
2021/01/10 23:54:51.85,1.8,40.8323,14.1465,1.89,Revisionato
2021/01/10 23:57:45.68,-0.5,40.8313,14.1460,1.33,Revisionato
2021/01/11 07:02:54.43,0.9,40.8098,14.0908,4.01,Revisionato
2021/01/11 09:30:32.87,0.1,40.8250,14.1253,0.99,Revisionato
2021/01/11 10:24:10.83,1.5,40.8313,14.1517,1.59,Revisionato
2021/01/11 14:55:9.56,0.5,40.8085,14.0935,3.83,Revisionato
2021/01/11 16:20:1.96,0.2,40.8263,14.1243,1.94,Revisionato
2021/01/12 10:23:7.75,0.6,40.8247,14.1203,1.06,Revisionato
2021/01/12 10:23:57.76,0.4,40.8250,14.1203,1.08,Revisionato
2021/01/12 10:26:35.71,1.0,40.8252,14.1227,1.71,Revisionato
2021/01/12 10:28:33.60,0.7,40.8248,14.1233,0.93,Revisionato
2021/01/12 10:32:54.34,0.2,40.8210,14.1220,0.80,Revisionato
2021/01/12 10:33:52.21,0.6,40.8228,14.1215,0.75,Revisionato
2021/01/12 11:29:18.06,1.1,40.8263,14.1228,0.80,Revisionato
2021/01/13 03:36:0.45,0.1,40.8295,14.1413,1.16,Revisionato
2021/01/13 03:38:31.30,-0.1,40.8288,14.1453,1.40,Revisionato
2021/01/13 03:39:2.51,-0.8,40.8287,14.1413,1.14,Revisionato
2021/01/13 04:08:25.47,-0.3,40.8265,14.1427,0.91,Revisionato
2021/01/13 11:18:17.84,0.4,40.8250,14.1298,0.97,Revisionato
2021/01/14 02:56:25.52,-0.1,40.8265,14.1422,0.76,Revisionato
2021/01/14 03:39:34.18,-0.5,40.8268,14.1418,0.97,Revisionato
2021/01/14 03:39:42.63,-0.1,40.8280,14.1420,1.07,Revisionato
2021/01/14 03:40:50.93,0.2,40.8280,14.1418,1.05,Revisionato
2021/01/14 03:44:55.56,-0.5,40.8265,14.1407,0.84,Revisionato
2021/01/14 03:45:46.44,0.1,40.8272,14.1423,1.02,Revisionato
2021/01/14 04:32:13.87,0.4,40.8277,14.1425,1.01,Revisionato
2021/01/14 23:23:19.14,0.4,40.8248,14.1648,1.86,Revisionato
2021/01/15 01:01:54.67,0.1,40.8217,14.1332,0.99,Revisionato
2021/01/17 02:22:17.79,-0.8,40.8273,14.1402,1.38,Revisionato
2021/01/17 23:28:40.27,-0.3,40.8330,14.1430,0.67,Revisionato
2021/01/18 04:38:0.62,-0.1,40.8262,14.1417,1.30,Revisionato
2021/01/19 03:23:54.38,-0.3,40.8265,14.1413,0.83,Revisionato
2021/01/19 04:17:21.82,-0.3,40.8237,14.1423,0.73,Revisionato
2021/01/19 04:20:22.05,-0.3,40.8268,14.1422,1.05,Revisionato
2021/01/19 04:21:32.17,-0.3,40.8258,14.1447,0.87,Revisionato
2021/01/19 07:38:0.37,0.1,40.8260,14.1417,1.08,Revisionato
2021/01/20 02:58:27.00,0.8,40.8272,14.1233,2.39,Revisionato
2021/01/20 11:42:43.41,0.8,40.8277,14.1368,1.33,Revisionato
2021/01/20 12:14:1.46,0.4,40.8322,14.1368,1.45,Revisionato
2021/01/20 12:29:47.95,0.5,40.8315,14.1363,1.20,Revisionato
2021/01/20 12:31:30.82,0.4,40.8252,14.1368,1.49,Revisionato
2021/01/20 13:20:16.54,0.9,40.8272,14.1402,1.69,Revisionato
2021/01/20 15:08:36.48,0.1,40.8315,14.1477,1.55,Revisionato
2021/01/23 00:51:43.14,-0.1,40.8257,14.1490,0.88,Revisionato
2021/01/23 08:12:18.15,0.4,40.8268,14.1433,0.73,Revisionato
2021/01/23 09:36:53.28,-0.3,40.8252,14.1453,1.05,Revisionato
2021/01/24 08:11:24.26,0.2,40.8275,14.1443,1.26,Revisionato
2021/01/24 13:28:34.19,0.1,40.8267,14.1478,0.93,Revisionato
2021/01/24 13:28:39.03,-0.8,40.8230,14.1472,0.89,Revisionato
2021/01/24 13:29:5.96,-0.1,40.8275,14.1483,0.94,Revisionato
2021/01/24 13:30:3.99,-0.3,40.8288,14.1477,0.94,Revisionato
2021/01/24 15:06:23.48,1.0,40.8237,14.1478,2.41,Revisionato
2021/01/26 12:11:11.86,-0.1,40.8305,14.1478,0.85,Revisionato
2021/01/27 13:30:52.45,0.5,40.8267,14.1448,0.92,Revisionato
2021/01/30 04:19:1.28,0.2,40.8252,14.1480,1.34,Revisionato
2021/02/01 19:27:24.33,0.4,40.8313,14.1578,0.97,Revisionato
2021/02/02 23:26:8.11,0.2,40.8267,14.1552,0.94,Revisionato
2021/02/03 02:26:20.02,0.4,40.8282,14.1517,1.11,Revisionato
2021/02/03 03:07:11.72,0.1,40.8322,14.1562,0.71,Revisionato
2021/02/03 05:32:50.71,0.1,40.8313,14.1600,0.78,Revisionato
2021/02/03 05:32:55.84,0.1,40.8313,14.1615,0.74,Revisionato
2021/02/03 05:33:4.56,-0.1,40.8313,14.1618,0.77,Revisionato
2021/02/04 22:42:24.88,-0.1,40.8228,14.1323,0.97,Revisionato
2021/02/06 15:42:7.26,0.4,40.8285,14.1487,2.21,Revisionato
2021/02/07 03:13:46.11,2.0,40.8020,14.1180,3.47,Revisionato
2021/02/09 00:21:55.25,0.1,40.8048,14.1282,2.81,Revisionato
2021/02/09 00:22:18.84,-0.1,40.8058,14.1298,2.84,Revisionato
2021/02/11 01:08:13.12,0.4,40.8275,14.1402,1.23,Revisionato
2021/02/12 00:04:49.69,-0.3,40.8248,14.1200,1.84,Revisionato
2021/02/12 00:05:8.27,0.2,40.8250,14.1210,2.18,Revisionato
2021/02/12 00:09:7.22,0.2,40.8242,14.1210,2.20,Revisionato
2021/02/12 01:14:7.54,0.2,40.8260,14.1410,0.64,Revisionato
2021/02/12 17:14:3.85,-1.0,40.8273,14.1418,0.91,Revisionato
2021/02/12 17:24:23.77,-0.8,40.8315,14.1402,0.66,Revisionato
2021/02/12 17:27:1.43,-0.8,40.8285,14.1413,0.93,Revisionato
2021/02/13 01:57:6.48,-0.5,40.8260,14.1408,0.87,Revisionato
2021/02/14 16:53:10.68,-0.8,40.8285,14.1408,0.92,Revisionato
2021/02/14 18:54:41.82,0.2,40.8163,14.1318,1.70,Revisionato
2021/02/14 22:29:23.62,0.2,40.8250,14.1482,0.93,Revisionato
2021/02/14 22:29:36.98,0.1,40.8252,14.1483,0.92,Revisionato
2021/02/14 22:29:45.52,0.4,40.8200,14.1405,0.89,Revisionato
2021/02/14 23:40:30.29,-0.1,40.8252,14.1478,0.91,Revisionato
2021/02/15 00:13:41.61,-0.1,40.8252,14.1475,0.87,Revisionato
2021/02/15 00:18:59.83,-0.1,40.8278,14.1432,1.93,Revisionato
2021/02/15 04:59:17.28,0.1,40.8310,14.1423,0.86,Revisionato
2021/02/15 06:40:7.61,0.2,40.8252,14.1420,0.84,Revisionato
2021/02/15 07:25:18.63,-0.1,40.8253,14.1403,0.82,Revisionato
2021/02/15 09:00:48.89,-0.1,40.8272,14.1285,1.50,Revisionato
2021/02/15 18:42:15.21,-0.1,40.8275,14.1290,0.94,Revisionato
2021/02/16 02:39:5.32,0.1,40.8037,14.1383,2.94,Revisionato
2021/02/16 12:02:22.99,-0.5,40.8335,14.1422,0.85,Revisionato
2021/02/16 17:26:40.10,-0.1,40.8272,14.1385,1.28,Revisionato
2021/02/16 19:35:8.61,0.1,40.8273,14.1402,1.27,Revisionato
2021/02/16 21:16:56.80,0.4,40.8292,14.1410,1.38,Revisionato
2021/02/17 03:39:45.75,0.4,40.8315,14.1420,1.16,Revisionato
2021/02/17 08:44:31.34,-0.1,40.8323,14.1412,0.77,Revisionato
2021/02/17 08:45:41.11,0.2,40.8287,14.1383,1.44,Revisionato
2021/02/17 15:29:12.46,0.1,40.8248,14.1147,1.88,Revisionato
2021/02/17 15:55:35.99,0.4,40.8285,14.1402,2.08,Revisionato
2021/02/18 00:05:5.70,0.6,40.8245,14.1478,2.32,Revisionato
2021/02/18 00:52:3.62,0.7,40.8245,14.1497,2.06,Revisionato
2021/02/18 02:11:53.88,0.2,40.8235,14.1407,0.73,Revisionato
2021/02/18 11:43:38.13,0.5,40.8262,14.1402,1.40,Revisionato
2021/02/18 14:24:19.69,-0.3,40.8283,14.1402,1.52,Revisionato
2021/02/18 15:23:31.92,-0.8,40.8248,14.1397,1.40,Revisionato
2021/02/19 00:49:28.72,0.1,40.8395,14.1143,2.85,Revisionato
2021/02/19 10:45:0.48,0.6,40.8420,14.1408,1.21,Revisionato
2021/02/19 13:52:34.56,0.9,40.8148,14.1187,2.72,Revisionato
2021/02/20 23:41:36.41,1.5,40.8332,14.1160,2.32,Revisionato
2021/02/21 05:46:23.56,-0.1,40.8197,14.1367,0.80,Revisionato
2021/02/22 00:24:21.36,0.2,40.8358,14.1485,1.60,Revisionato
2021/02/22 02:15:35.96,0.1,40.8228,14.1182,1.28,Revisionato
2021/02/22 07:11:30.27,0.1,40.8263,14.1373,1.47,Revisionato
2021/02/22 11:56:33.22,-0.3,40.8277,14.1442,0.59,Revisionato
2021/02/22 17:36:40.28,0.2,40.8263,14.1400,0.96,Revisionato
2021/02/22 21:55:56.76,0.2,40.8247,14.1420,1.02,Revisionato
2021/02/23 04:29:20.72,-0.3,40.8253,14.1203,1.35,Revisionato
2021/02/23 04:29:40.13,-0.1,40.8262,14.1203,1.25,Revisionato
2021/02/23 06:32:55.59,0.4,40.8283,14.1397,1.02,Revisionato
2021/02/23 13:21:22.07,-0.1,40.8227,14.1460,1.13,Revisionato
2021/02/23 13:24:16.41,-0.3,40.8237,14.1437,0.82,Revisionato
2021/02/23 13:26:2.20,-0.5,40.8260,14.1402,0.91,Revisionato
2021/02/23 15:41:32.76,0.2,40.8360,14.1387,1.53,Revisionato
2021/02/24 01:31:48.49,0.1,40.8247,14.1457,0.68,Revisionato
2021/02/24 02:01:43.45,0.7,40.8283,14.1517,2.18,Revisionato
2021/02/24 03:24:20.39,-0.3,40.8287,14.1402,1.05,Revisionato
2021/02/24 04:50:36.68,-0.1,40.8267,14.1447,1.17,Revisionato
2021/02/24 05:09:24.13,-0.1,40.8240,14.1420,0.89,Revisionato
2021/02/24 09:40:55.74,0.1,40.8257,14.1408,1.21,Revisionato
2021/02/24 14:43:31.56,0.1,40.8258,14.1258,1.89,Revisionato
2021/02/25 19:41:54.30,1.3,40.8282,14.1402,1.27,Revisionato
