#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
27519,2009-01-23 05:33:14.9,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27518,2009-01-23 05:33:14.9,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27516,2009-01-23 05:33:14.9,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27515,2009-01-23 05:33:47.76,40.828999,14.16717,0.1,D,-0.5,0.3,flegrei,earthquake,Bollettino
27513,2009-01-23 05:34:06.73,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27514,2009-01-23 05:34:06.73,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27512,2009-01-23 05:34:06.73,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27508,2009-01-23 05:34:11.91,,,,,,,flegrei,earthquake,Bollettino
27510,2009-01-23 05:34:11.91,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27511,2009-01-23 05:34:11.91,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27509,2009-01-23 05:34:11.91,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
27507,2009-01-23 05:35:15.37,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27505,2009-01-23 05:35:15.37,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27504,2009-01-23 05:35:15.37,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27506,2009-01-23 05:35:15.37,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27501,2009-01-23 05:35:23.57,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27502,2009-01-23 05:35:23.57,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27503,2009-01-23 05:35:23.57,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27497,2009-01-23 05:36:04.099,,,,,,,flegrei,earthquake,Bollettino
27496,2009-01-23 05:36:04.1,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27498,2009-01-23 05:36:04.1,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27499,2009-01-23 05:36:04.1,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27500,2009-01-23 05:36:04.1,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
27494,2009-01-23 05:36:13.6,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27493,2009-01-23 05:36:13.6,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
27492,2009-01-23 05:36:13.6,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
27495,2009-01-23 05:36:13.6,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
